TeamId,TeamName,SubmissionDate,Score
362694,"John Savage","2016-08-22 20:40:20",0.09923
361248,"Make dishwashers great again","2016-08-22 20:43:32",0.27676
362696,mongoose,"2016-08-22 20:44:10",0.01005
362696,mongoose,"2016-08-22 20:45:18",0.01132
362696,mongoose,"2016-08-22 20:46:10",0.01354
361424,PiotrLewanda,"2016-08-22 21:03:35",0.23326
362592,"ThoMas |richard","2016-08-22 21:09:01",0.07177
361248,"Make dishwashers great again","2016-08-22 21:37:25",0.27713
361248,"Make dishwashers great again","2016-08-22 21:40:50",0.27732
362592,"ThoMas |richard","2016-08-22 22:20:08",0.07609
361013,"Bojan Tunguz","2016-08-22 22:24:14",0.22650
361013,"Bojan Tunguz","2016-08-22 22:26:35",0.22690
361013,"Bojan Tunguz","2016-08-22 22:27:47",0.22786
361650,renFLU,"2016-08-22 23:44:30",0.23939
361013,"Bojan Tunguz","2016-08-23 00:03:12",0.22876
362094,"Michael J. Sabal","2016-08-23 01:56:24",0.18343
361416,"Another Haunted and Leaked One","2016-08-23 02:27:04",0.26170
368085,"Magic Monster Mash","2016-08-23 04:06:36",0.20631
362643,zombozi,"2016-08-23 05:15:08",0.05124
361651,"Dimitris Leventis","2016-08-23 05:29:43",0.20363
362694,"John Savage","2016-08-23 05:38:19",0.18657
362818,"Patrick Guzman","2016-08-23 06:04:44",0.00000
362851,sourish,"2016-08-23 07:49:00",0.13181
362851,sourish,"2016-08-23 07:51:05",0.14911
362643,zombozi,"2016-08-23 09:25:43",0.05533
362255,SimonPreis,"2016-08-23 10:40:10",0.09278
361761,michfeld,"2016-08-23 10:45:58",0.24130
362897,"Yair Beer","2016-08-23 10:47:02",0.00000
361942,toshi_k,"2016-08-23 11:55:41",0.21899
361424,PiotrLewanda,"2016-08-23 12:35:50",0.23481
362696,mongoose,"2016-08-23 13:07:20",0.01525
362696,mongoose,"2016-08-23 13:09:32",0.13545
362696,mongoose,"2016-08-23 13:10:44",0.13634
362696,mongoose,"2016-08-23 13:11:33",0.13754
362955,YuyaYamamoto,"2016-08-23 14:36:54",0.15070
361474,DL,"2016-08-23 14:52:07",0.11363
362993,zhengzhou,"2016-08-23 17:07:09",0.00000
363003,pbys,"2016-08-23 18:15:54",0.20240
362565,"Spark and ""data property""","2016-08-23 19:52:01",0.08521
361884,odjansse,"2016-08-23 19:58:12",0.23967
363067,"Michael Wallin","2016-08-23 20:19:33",0.18421
362565,"Spark and ""data property""","2016-08-23 20:59:56",0.09812
362565,"Spark and ""data property""","2016-08-23 22:01:23",0.13114
362221,aleino,"2016-08-24 01:14:49",0.17576
363168,GrandPapa,"2016-08-24 02:15:52",0.00000
363179,dalgacik,"2016-08-24 02:59:22",0.18690
363179,dalgacik,"2016-08-24 03:01:40",0.19692
363187,"Taffey Lewis","2016-08-24 03:14:11",0.00000
363192,JeffH,"2016-08-24 03:29:05",0.00000
362851,sourish,"2016-08-24 05:03:37",0.15294
361884,odjansse,"2016-08-24 05:05:57",0.24441
367749,"Surreal numbers","2016-08-24 05:19:50",0.11710
363221,"Shayne Kang","2016-08-24 05:58:06",0.00000
363235,"Naveen Sundaresan","2016-08-24 06:31:08",0.00000
362011,"Igor Pasechnik","2016-08-24 07:27:50",0.24221
361650,renFLU,"2016-08-24 07:36:02",0.24741
362043,Allenbj,"2016-08-24 07:48:27",0.21848
363253,blizzard,"2016-08-24 07:54:33",0.18443
361379,donf,"2016-08-24 09:11:53",0.15118
363287,Nibbor,"2016-08-24 09:50:41",0.19358
363253,blizzard,"2016-08-24 10:06:50",0.18538
362421,"Revenge of the Dodo","2016-08-24 11:19:58",0.14266
362011,"Igor Pasechnik","2016-08-24 11:36:16",0.24509
361379,donf,"2016-08-24 12:21:10",0.16481
362592,"ThoMas |richard","2016-08-24 12:31:46",0.11101
364297,"Alex/Nico/El macho/MA","2016-08-24 12:32:20",0.17830
364297,"Alex/Nico/El macho/MA","2016-08-24 12:36:11",0.19075
391955,"A  Team Has No Name","2016-08-24 12:49:28",0.22610
364297,"Alex/Nico/El macho/MA","2016-08-24 13:20:17",0.19623
362592,"ThoMas |richard","2016-08-24 13:21:23",0.11196
362421,"Revenge of the Dodo","2016-08-24 13:24:14",0.14961
361743,JonathanR,"2016-08-24 13:38:35",0.16303
362004,"Mark Peng","2016-08-24 13:54:44",0.13821
362643,zombozi,"2016-08-24 15:15:20",0.13323
362011,"Igor Pasechnik","2016-08-24 15:23:32",0.24571
362421,"Revenge of the Dodo","2016-08-24 16:19:14",0.15503
363398,olegpolivin,"2016-08-24 16:25:32",0.00135
362642,Arti163pl,"2016-08-24 16:31:37",0.14884
363287,Nibbor,"2016-08-24 17:09:02",0.19889
363407,all_random,"2016-08-24 17:12:06",-0.00146
363407,all_random,"2016-08-24 17:25:38",0.00000
362642,Arti163pl,"2016-08-24 17:26:46",0.16746
361474,DL,"2016-08-24 17:38:12",0.13457
361474,DL,"2016-08-24 17:41:42",0.18801
362642,Arti163pl,"2016-08-24 18:47:11",0.19602
367749,"Surreal numbers","2016-08-24 19:02:50",0.17576
366573,Horatio,"2016-08-24 20:38:12",0.00623
363459,Station32,"2016-08-24 21:29:54",0.19661
366573,Horatio,"2016-08-24 22:14:18",0.01363
366573,Horatio,"2016-08-24 22:40:37",0.03907
361463,Wild_Fire,"2016-08-24 23:03:18",0.17392
361422,DataGeek_Blr,"2016-08-25 01:37:30",0.02611
362642,Arti163pl,"2016-08-25 03:35:37",0.20640
362642,Arti163pl,"2016-08-25 04:06:21",0.20687
361884,odjansse,"2016-08-25 06:51:47",0.24694
362565,"Spark and ""data property""","2016-08-25 07:18:03",0.13903
361474,DL,"2016-08-25 07:26:12",0.18807
361474,DL,"2016-08-25 07:29:31",0.18890
361474,DL,"2016-08-25 07:44:07",0.18941
363504,"Harizo R.","2016-08-25 08:13:21",0.00109
363593,Limfocita,"2016-08-25 08:45:07",0.00000
362642,Arti163pl,"2016-08-25 11:00:44",0.22436
361471,Terje,"2016-08-25 11:12:45",0.13527
361422,DataGeek_Blr,"2016-08-25 11:32:45",0.09702
361632,"Matt Stroganov","2016-08-25 12:06:54",0.21106
363644,cyberduck,"2016-08-25 12:08:35",0.09870
363311,dhruv,"2016-08-25 12:16:58",-0.00489
363644,cyberduck,"2016-08-25 12:18:57",0.10527
361942,toshi_k,"2016-08-25 12:31:38",0.24531
362043,Allenbj,"2016-08-25 12:54:35",0.22644
363311,dhruv,"2016-08-25 12:57:56",0.00565
362955,YuyaYamamoto,"2016-08-25 13:27:56",0.15848
391955,"A  Team Has No Name","2016-08-25 14:15:38",0.23710
363698,"Praveen Adepu","2016-08-25 14:28:02",0.14229
368085,"Magic Monster Mash","2016-08-25 14:45:28",0.21902
363708,"Tim Kreienkamp","2016-08-25 15:01:26",0.15902
365692,"Jüri & Mohit & Martin","2016-08-25 15:32:24",0.16683
362565,"Spark and ""data property""","2016-08-25 16:45:13",0.14335
363738,"Tanoshii Jinsei","2016-08-25 16:49:31",0.00000
363729,"Red Bean Bun","2016-08-25 17:16:39",0.11999
365692,"Jüri & Mohit & Martin","2016-08-25 17:44:12",0.18049
361122,"Faron & NxGTR","2016-08-25 18:50:24",0.22727
363784,yafokg,"2016-08-25 19:32:05",0.17528
363398,olegpolivin,"2016-08-25 19:58:45",0.09083
366573,Horatio,"2016-08-25 20:13:20",0.16425
366573,Horatio,"2016-08-25 20:28:58",0.19579
361122,"Faron & NxGTR","2016-08-25 20:41:53",0.23627
361446,"Tim Leathart","2016-08-25 20:54:55",0.15203
361743,JonathanR,"2016-08-25 20:58:55",0.17241
361122,"Faron & NxGTR","2016-08-25 21:01:35",0.24038
363810,Hotei,"2016-08-25 21:22:48",0.05575
363810,Hotei,"2016-08-25 21:35:30",0.11871
363810,Hotei,"2016-08-25 21:39:31",0.17266
363810,Hotei,"2016-08-25 21:43:19",0.18977
362221,aleino,"2016-08-25 22:44:45",0.17611
361446,"Tim Leathart","2016-08-25 23:34:32",0.17296
362221,aleino,"2016-08-26 00:13:29",0.19508
368085,"Magic Monster Mash","2016-08-26 00:46:03",0.22085
363828,GRTeam,"2016-08-26 00:54:17",0.21731
363826,mhv2109,"2016-08-26 01:00:18",0.05444
362094,"Michael J. Sabal","2016-08-26 01:47:49",0.19703
362267,slideroolz,"2016-08-26 02:53:05",0.00042
363828,GRTeam,"2016-08-26 03:14:02",0.22758
363738,"Tanoshii Jinsei","2016-08-26 04:34:27",0.02052
363876,Haozhen&antklen,"2016-08-26 04:59:04",0.13120
361884,odjansse,"2016-08-26 08:02:07",0.24710
363698,"Praveen Adepu","2016-08-26 08:51:27",0.21913
363935,noraked,"2016-08-26 09:49:43",0.00000
361248,"Make dishwashers great again","2016-08-26 10:58:57",0.27803
363407,all_random,"2016-08-26 11:30:59",0.01096
363264,"Vasili Shushval","2016-08-26 11:38:55",0.03700
363920,ZohairZahid,"2016-08-26 11:48:17",0.16042
363920,ZohairZahid,"2016-08-26 12:22:33",0.16442
362565,"Spark and ""data property""","2016-08-26 12:40:57",0.15133
363311,dhruv,"2016-08-26 13:16:00",0.06748
363311,dhruv,"2016-08-26 13:21:56",0.12465
363311,dhruv,"2016-08-26 13:32:17",0.12525
363407,all_random,"2016-08-26 14:28:59",0.01350
361117,quadcore,"2016-08-26 14:31:11",0.22541
363309,canol,"2016-08-26 14:49:33",0.05211
363876,Haozhen&antklen,"2016-08-26 15:52:21",0.14330
368085,"Magic Monster Mash","2016-08-26 15:57:16",0.23297
362955,YuyaYamamoto,"2016-08-26 16:01:41",0.16004
363644,cyberduck,"2016-08-26 17:15:41",0.12630
361122,"Faron & NxGTR","2016-08-26 17:52:37",0.24603
361122,"Faron & NxGTR","2016-08-26 18:16:21",0.24888
363067,"Michael Wallin","2016-08-26 18:26:59",0.24818
363828,GRTeam,"2016-08-26 20:16:34",0.22918
362092,"Professor Han students","2016-08-26 20:18:34",-0.00164
362092,"Professor Han students","2016-08-26 20:20:12",0.00036
362092,"Professor Han students","2016-08-26 20:22:35",0.00264
363264,"Vasili Shushval","2016-08-26 20:57:09",0.18225
363264,"Vasili Shushval","2016-08-26 21:54:16",0.21455
363264,"Vasili Shushval","2016-08-26 22:12:35",0.22882
361122,"Faron & NxGTR","2016-08-26 22:53:17",0.25760
363828,GRTeam,"2016-08-27 00:03:12",0.23024
362339,"Alex K","2016-08-27 00:10:57",0.14312
368085,"Magic Monster Mash","2016-08-27 01:05:53",0.23513
368085,"Magic Monster Mash","2016-08-27 01:15:25",0.23644
368085,"Magic Monster Mash","2016-08-27 01:18:21",0.23783
368085,"Magic Monster Mash","2016-08-27 01:23:29",0.23955
364136,Mandelbrot,"2016-08-27 01:53:01",0.05475
363876,Haozhen&antklen,"2016-08-27 03:05:16",0.16107
364152,amezet,"2016-08-27 05:27:29",0.06742
364152,amezet,"2016-08-27 07:20:19",0.17187
362043,Allenbj,"2016-08-27 07:39:59",0.23512
373331,JPOM_Boys,"2016-08-27 07:51:26",0.02839
364187,"My Bosch is Lee Cage","2016-08-27 08:41:36",0.20564
363644,cyberduck,"2016-08-27 09:41:45",0.15572
364207,devmeow,"2016-08-27 10:16:26",0.00000
364187,"My Bosch is Lee Cage","2016-08-27 10:53:33",0.20917
361651,"Dimitris Leventis","2016-08-27 13:38:50",0.20599
361651,"Dimitris Leventis","2016-08-27 14:03:25",0.21125
363698,"Praveen Adepu","2016-08-27 14:17:58",0.22770
362011,"Igor Pasechnik","2016-08-27 14:25:26",0.24634
364187,"My Bosch is Lee Cage","2016-08-27 14:29:11",0.21099
363067,"Michael Wallin","2016-08-27 15:03:32",0.25190
362952,addiction,"2016-08-27 15:21:59",0.14356
362094,"Michael J. Sabal","2016-08-27 16:20:45",0.23183
362952,addiction,"2016-08-27 16:32:05",0.17844
364297,"Alex/Nico/El macho/MA","2016-08-27 18:57:23",0.21842
363067,"Michael Wallin","2016-08-27 19:03:14",0.25700
364307,"marco fabiani","2016-08-27 19:38:45",0.05274
363876,Haozhen&antklen,"2016-08-27 21:15:40",0.23447
363876,Haozhen&antklen,"2016-08-27 21:33:20",0.23816
361480,"Ayman Khalafallah","2016-08-27 21:45:50",0.14843
362058,"koneessa on vika","2016-08-28 00:57:17",0.14602
362058,"koneessa on vika","2016-08-28 01:33:58",0.14708
362058,"koneessa on vika","2016-08-28 02:21:06",0.15423
362058,"koneessa on vika","2016-08-28 03:19:22",0.17309
364364,leochu,"2016-08-28 03:34:04",0.10501
363440,"Tux the Penguin","2016-08-28 05:58:08",0.01612
364364,leochu,"2016-08-28 07:45:25",0.18459
362955,YuyaYamamoto,"2016-08-28 07:47:49",0.16536
364418,lewis,"2016-08-28 08:09:22",0.21083
363264,"Vasili Shushval","2016-08-28 08:46:57",0.23243
363264,"Vasili Shushval","2016-08-28 09:03:44",0.23860
364426,Doron,"2016-08-28 09:08:43",0.05891
362897,"Yair Beer","2016-08-28 09:30:56",0.07401
363264,"Vasili Shushval","2016-08-28 09:31:12",0.24117
364426,Doron,"2016-08-28 09:47:06",0.11695
364297,"Alex/Nico/El macho/MA","2016-08-28 09:59:07",0.21889
363644,cyberduck,"2016-08-28 10:51:44",0.17082
362952,addiction,"2016-08-28 11:10:03",0.20574
361942,toshi_k,"2016-08-28 11:30:12",0.24704
364461,EndInTears,"2016-08-28 11:58:42",0.00121
362897,"Yair Beer","2016-08-28 11:59:15",0.09512
364418,lewis,"2016-08-28 12:12:40",0.22354
364468,"Ian Lin","2016-08-28 12:42:06",0.02582
362897,"Yair Beer","2016-08-28 12:50:23",0.16202
364471,"Yuichi Iwanami","2016-08-28 12:51:01",0.09477
364477,heaven,"2016-08-28 13:08:55",0.00416
364510,SSanchez,"2016-08-28 15:37:07",0.00085
364510,SSanchez,"2016-08-28 15:39:32",0.00194
362011,"Igor Pasechnik","2016-08-28 15:50:44",0.24758
361424,PiotrLewanda,"2016-08-28 16:37:42",0.24810
364530,"Gerome Pistre","2016-08-28 16:54:56",0.02688
364442,bosch@gk,"2016-08-28 17:09:08",0.14797
363876,Haozhen&antklen,"2016-08-28 17:14:10",0.24872
364442,bosch@gk,"2016-08-28 17:32:30",0.16419
363644,cyberduck,"2016-08-28 17:42:35",0.18188
364530,"Gerome Pistre","2016-08-28 18:05:55",0.04855
364557,"Marc-Emmanuel Coupvent des Graviers","2016-08-28 18:27:13",0.07770
364442,bosch@gk,"2016-08-28 18:40:26",0.17195
364559,RaginCajun,"2016-08-28 18:51:25",0.07484
364530,"Gerome Pistre","2016-08-28 18:55:34",0.07231
363810,Hotei,"2016-08-28 20:33:07",0.20103
364591,"Malte Nalenz","2016-08-28 21:19:03",0.00046
363264,"Vasili Shushval","2016-08-28 21:31:07",0.24307
364600,MarkGebhard,"2016-08-28 21:54:28",0.04623
362047,MockTurtle,"2016-08-28 21:57:53",0.21909
364598,Pinletrot,"2016-08-28 22:09:58",-0.00168
361117,quadcore,"2016-08-28 23:40:58",0.22731
362058,"koneessa on vika","2016-08-28 23:58:43",0.18154
368085,"Magic Monster Mash","2016-08-29 00:41:52",0.23980
362058,"koneessa on vika","2016-08-29 02:02:46",0.22262
364640,saadali,"2016-08-29 02:18:37",0.00000
364307,"marco fabiani","2016-08-29 05:17:48",0.05682
361471,Terje,"2016-08-29 06:24:56",0.20742
363920,ZohairZahid,"2016-08-29 07:17:52",0.16456
364530,"Gerome Pistre","2016-08-29 10:14:59",0.17645
364771,"Uwe Sterr","2016-08-29 10:34:07",0.22697
364530,"Gerome Pistre","2016-08-29 10:49:03",0.18495
362058,"koneessa on vika","2016-08-29 10:55:15",0.22394
362897,"Yair Beer","2016-08-29 12:52:07",0.17883
362552,Savioz,"2016-08-29 13:30:53",0.00000
365692,"Jüri & Mohit & Martin","2016-08-29 13:41:49",0.18645
364364,leochu,"2016-08-29 14:58:37",0.19991
362643,zombozi,"2016-08-29 15:00:44",0.16942
362565,"Spark and ""data property""","2016-08-29 15:13:21",0.16101
364559,RaginCajun,"2016-08-29 15:33:55",0.15613
365692,"Jüri & Mohit & Martin","2016-08-29 15:41:04",0.19867
361424,PiotrLewanda,"2016-08-29 15:51:35",0.25145
362952,addiction,"2016-08-29 16:43:22",0.21186
364898,DataStunner,"2016-08-29 17:11:19",0.00086
364911,younesskatraoui,"2016-08-29 17:54:29",0.17806
364905,Diogo,"2016-08-29 17:58:31",0.03984
364911,younesskatraoui,"2016-08-29 18:06:57",0.20666
361446,"Tim Leathart","2016-08-29 18:09:17",0.19891
361446,"Tim Leathart","2016-08-29 18:11:39",0.19992
362696,mongoose,"2016-08-29 18:23:59",0.16829
362696,mongoose,"2016-08-29 19:12:53",0.18226
365692,"Jüri & Mohit & Martin","2016-08-29 19:21:23",0.20665
